,item_number,consumption_date,qty
29612,SKYDR0L500B4,2022-09-21,6.0
29613,TRRG30,2022-09-21,1.0
29614,TURB0NYC0IL600,2022-09-21,481.0
29615,U756263,2022-09-21,5.0
29616,107175,2022-09-22,200.0
29617,132050180,2022-09-22,20.0
29618,29675-20629,2022-09-22,1.0
29619,29685-20629,2022-09-22,1.0
29620,315205400025,2022-09-22,10.0
29621,315205500025,2022-09-22,10.0
29622,315205700025,2022-09-22,14.0
29623,315206000025,2022-09-22,13.0
29624,315206100025,2022-09-22,13.0
29625,379-26,2022-09-22,4.0
29626,38FA602,2022-09-22,1.0
29627,425L,2022-09-22,1.0
29628,42FLW720,2022-09-22,16.0
29629,43-1329,2022-09-22,16.0
29630,44066WE,2022-09-22,12.0
29631,68-1448,2022-09-22,1.0
29632,68-1569,2022-09-22,1.0
29633,68-450,2022-09-22,4.0
29634,720752-14WE,2022-09-22,2.0
29635,740007,2022-09-22,1.0
29636,7577741,2022-09-22,1.0
29637,790347,2022-09-22,1.0
29638,803269-01,2022-09-22,3.0
29639,80-729-1,2022-09-22,1.0
29640,8306-25-05-02,2022-09-22,1.0
29641,A35788,2022-09-22,6.0
29642,A35805,2022-09-22,5.0
29643,ABS4063P,2022-09-22,3.0
29644,AN960JD10LL,2022-09-22,-5.0
29645,AN960KD10LL,2022-09-22,-5.0
29646,AS12801-149,2022-09-22,1.0
29647,AS3208-02,2022-09-22,2.0
29648,AS3582-028,2022-09-22,3.0
29649,AS3582-140,2022-09-22,2.0
29650,AS43003-908,2022-09-22,6.0
29651,AS43013-120,2022-09-22,2.0
29652,AS43013-123,2022-09-22,2.0
29653,BACB10HH04,2022-09-22,1.0
29654,BACB30NN3K-1,2022-09-22,-5.0
29655,BACR12BM115,2022-09-22,1.0
29656,BACR15BA4AD7C,2022-09-22,1.0
29657,BMS3-33,2022-09-22,4.0
29658,CH34743,2022-09-22,1.0
29659,D137HF395,2022-09-22,-5.0
29660,GREASE33TUBE,2022-09-22,4.0
29661,J100,2022-09-22,-1.0
29662,KB27114,2022-09-22,1.0
29663,KB27120,2022-09-22,2.0
29664,KEMA06595,2022-09-22,2.0
29665,KR0IL,2022-09-22,1.0
29666,MARWEAR BLACK XXL,2022-09-22,10.0
29667,MM4001-3C1,2022-09-22,500.0
29668,MS20002C7,2022-09-22,32.0
29669,MS28775-141,2022-09-22,2.0
29670,MS28782-25,2022-09-22,2.0
29671,MS29561-254,2022-09-22,2.0
29672,MS35207-260,2022-09-22,1.0
29673,MS35338-43,2022-09-22,1.0
29674,N140N2138-1,2022-09-22,32.0
29675,NAS1149D0316K,2022-09-22,-5.0
29676,NAS1149FN632P,2022-09-22,2.0
29677,NAS1611-114A,2022-09-22,1.0
29678,NAS1611-115,2022-09-22,1.0
29679,NAS1611-153A,2022-09-22,1.0
29680,NAS1611-220A,2022-09-22,1.0
29681,NAS1611-240A,2022-09-22,2.0
29682,NAS1612-6A,2022-09-22,1.0
29683,PS870B2,2022-09-22,1.0
29684,TRRG30,2022-09-22,1.0
29685,TTN95TY2,2022-09-22,5.0
29686,0000565,2022-09-23,25.0
29687,14300-139,2022-09-23,1.0
29688,2024T3-050,2022-09-23,4.0
29689,2604374,2022-09-23,12.0
29690,2606968,2022-09-23,12.0
29691,2607267,2022-09-23,1.0
29692,28301-12,2022-09-23,1.0
29693,289-601-248,2022-09-23,1.0
29694,29620,2022-09-23,2.0
29695,29620-20629,2022-09-23,2.0
29696,3-16SIFZ45PPIWFR,2022-09-23,1.0
29697,411N2599-20C,2022-09-23,1.0
29698,42FLW720,2022-09-23,24.0
29699,44066WE,2022-09-23,12.0
29700,4801-22,2022-09-23,1.0
29701,63-495,2022-09-23,10.0
29702,654T0035-24,2022-09-23,1.0
29703,720752-14WE,2022-09-23,2.0
29704,7588429,2022-09-23,1.0
29705,856504-2,2022-09-23,1.0
29706,A900X,2022-09-23,1.0
29707,AC9780F15Y11,2022-09-23,2.0
29708,ACICC00293-764,2022-09-23,2.0
29709,ALGCR215,2022-09-23,200.0
29710,AN960JD10LL,2022-09-23,8.0
29711,AN960KD10LL,2022-09-23,8.0
29712,AS3208-02,2022-09-23,2.0
29713,AS3208-05,2022-09-23,2.0
29714,AS3209-226,2022-09-23,3.0
29715,AS3582-028,2022-09-23,1.0
29716,AS43003-908,2022-09-23,6.0
29717,BACB30VF3K6,2022-09-23,10.0
29718,BLT3175,2022-09-23,2.0
29719,BMS8-301CL2,2022-09-23,2.0
29720,BMS8-45H,2022-09-23,1.0
29721,CC55786,2022-09-23,1.0
29722,CH34743,2022-09-23,1.0
29723,E05805001011525,2022-09-23,25.0
29724,F30T12WWRS,2022-09-23,1.0
29725,H12SS,2022-09-23,4.0
29726,KB1087,2022-09-23,6.0
29727,M83485-1-214,2022-09-23,2.0
29728,MS20002C9,2022-09-23,24.0
29729,MS24665-155,2022-09-23,10.0
29730,MS28775-141,2022-09-23,1.0
29731,NAS1149D0316K,2022-09-23,8.0
29732,PS870B2,2022-09-23,3.0
29733,R0YC011MS,2022-09-23,2.0
29734,S8990-605,2022-09-23,1.0
29735,S8990-608,2022-09-23,1.0
29736,SLP5182A3-1,2022-09-23,30.0
29737,TURB0NYC0IL600,2022-09-23,48.0
29738,TURBONYCOIL3516,2022-09-23,5.0
29739,UL36013,2022-09-23,0.0
29740,1090-06,2022-09-24,1.0
29741,1A081-0155-11,2022-09-24,1.0
29742,365-3422,2022-09-24,144.0
29743,3-905S383-70,2022-09-24,1.0
29744,4554,2022-09-24,1.0
29745,720752-10WE,2022-09-24,1.0
29746,720752-14WE,2022-09-24,1.0
29747,720752-33,2022-09-24,1.0
29748,720752-58,2022-09-24,1.0
29749,AS3208-02,2022-09-24,1.0
29750,AS3209-009,2022-09-24,4.0
29751,BACP11J212,2022-09-24,2.0
29752,BACP11K8,2022-09-24,1.0
29753,BACR13CE2,2022-09-24,1.0
29754,M83248-1-011,2022-09-24,4.0
29755,MS29526-2,2022-09-24,1.0
29756,P629-3,2022-09-24,1.0
29757,Q4554,2022-09-24,2.0
29758,R1131-908,2022-09-24,1.0
29759,S6-06-0143-001,2022-09-24,1.0
29760,TURB0NYC0IL600,2022-09-24,1.0
29761,UL17715,2022-09-24,12.0
29762,1002BB6,2022-09-25,-1.0
29763,1090-06,2022-09-25,1.0
29764,1L500401-171,2022-09-25,1.0
29765,276005,2022-09-25,-4.0
29766,28301-12,2022-09-25,20.0
29767,289-601-248,2022-09-25,20.0
29768,3-905S383-70,2022-09-25,4.0
29769,44066WE,2022-09-25,-6.0
29770,5103-30Z,2022-09-25,1.0
29771,69-77135-1,2022-09-25,-1.0
29772,720752-14WE,2022-09-25,-2.0
29773,720752-33,2022-09-25,-1.0
29774,720752-58,2022-09-25,-1.0
29775,73-00015-10005,2022-09-25,0.0
29776,7577741,2022-09-25,1.0
29777,7588429,2022-09-25,-1.0
29778,AS3208-02,2022-09-25,-2.0
29779,AS3209-226,2022-09-25,-1.0
29780,AS43003-908,2022-09-25,0.0
29781,BACB10HH04,2022-09-25,-1.0
29782,BACP11K4,2022-09-25,1.0
29783,BACR15GA5-12,2022-09-25,-1.0
29784,BACR15GA5-8,2022-09-25,-1.0
29785,BACR15GF5D4,2022-09-25,-1.0
29786,BACW10BP4DP,2022-09-25,-4.0
29787,H7613-53,2022-09-25,1.0
29788,HLX64621,2022-09-25,1.0
29789,M83485-1-214,2022-09-25,-2.0
29790,M85052-2-8,2022-09-25,-1.0
29791,MS28782-25,2022-09-25,2.0
29792,MS29512-04,2022-09-25,1.0
29793,MS29513-244,2022-09-25,-1.0
29794,NAS1611-114A,2022-09-25,1.0
29795,NAS1611-116A,2022-09-25,-1.0
29796,NAS1611-220A,2022-09-25,1.0
29797,NAS1612-6A,2022-09-25,-1.0
29798,NAS620C10,2022-09-25,-2.0
29799,RS1SG,2022-09-25,1.0
29800,X200,2022-09-25,4.0
29801,1090-06,2022-09-26,1.0
29802,1132,2022-09-26,5.0
29803,1416086,2022-09-26,480.0
29804,18241,2022-09-26,1.0
29805,2A083-0613-11,2022-09-26,1.0
29806,3152960000UV,2022-09-26,0.0
29807,3152961000UV,2022-09-26,1.0
29808,347K63-1,2022-09-26,1.0
29809,3-905S383-70,2022-09-26,1.0
29810,42FLW720,2022-09-26,12.0
29811,44066WE,2022-09-26,1.0
29812,452T1635-1,2022-09-26,0.0
29813,4907-52,2022-09-26,1.0
29814,63-495,2022-09-26,10.0
29815,68-185,2022-09-26,1.0
29816,720752-14WE,2022-09-26,1.0
29817,73-00015-10005,2022-09-26,-1.0
29818,90-0327-1WE,2022-09-26,2.0
29819,AC9780F15Y11,2022-09-26,4.0
29820,AN960JD10LL,2022-09-26,5.0
29821,AS3208-02,2022-09-26,1.0
29822,AS3208-05,2022-09-26,2.0
29823,AS3209-135,2022-09-26,1.0
29824,AS3209-226,2022-09-26,4.0
29825,AS43003-908,2022-09-26,3.0
29826,BAC7363AF,2022-09-26,10.0
29827,BACB30NN3K-1,2022-09-26,5.0
29828,BACB30PN12-24,2022-09-26,8.0
29829,BACB30PN12-24M,2022-09-26,8.0
29830,BACB30PN14-34,2022-09-26,4.0
29831,BACP11K4,2022-09-26,1.0
29832,BACR13CF2A,2022-09-26,1.0
29833,BACR15BA6D24C,2022-09-26,3.0
29834,BMS8-45H,2022-09-26,13.0
29835,D137HF395,2022-09-26,5.0
29836,EC1300L,2022-09-26,1.0
29837,F15T12WW,2022-09-26,2.0
29838,HT603A254X30,2022-09-26,2.0
29839,HT603A254X40,2022-09-26,1.0
29840,L0T0XANE,2022-09-26,40.0
29841,M83485-1-120,2022-09-26,1.0
29842,M83485-1-121,2022-09-26,1.0
29843,M83485-1-214,2022-09-26,4.0
29844,NAS1149D0316K,2022-09-26,5.0
29845,NAS1612-6A,2022-09-26,1.0
29846,SLP5182A3-1,2022-09-26,30.0
29847,TURB0NYC0IL600,2022-09-26,24.0
29848,YA211-25,2022-09-26,1.0
29849,0000565,2022-09-27,25.0
29850,10-60754-278,2022-09-27,4.0
29851,108-2,2022-09-27,5.0
29852,122157T030,2022-09-27,2.0
29853,13963-001,2022-09-27,1.0
29854,2202-1-061-1449,2022-09-27,1.0
29855,29675-20629,2022-09-27,1.0
29856,29685-20629,2022-09-27,1.0
29857,3-16SIFZ45PPIWFR,2022-09-27,1.0
29858,33M100,2022-09-27,2.0
29859,387,2022-09-27,100.0
29860,3-905S383-70,2022-09-27,1.0
29861,3M77,2022-09-27,1.0
29862,411N3210-90,2022-09-27,4.0
29863,42FLW720,2022-09-27,28.0
29864,43-1329,2022-09-27,16.0
29865,44066WE,2022-09-27,6.0
29866,63-495,2022-09-27,16.0
29867,63-537,2022-09-27,1.0
29868,654T0035-8,2022-09-27,2.0
29869,65-76765-10,2022-09-27,39.0
29870,68-1448,2022-09-27,1.0
29871,68-1569,2022-09-27,1.0
29872,68-185,2022-09-27,4.0
29873,68-269,2022-09-27,1.0
29874,68-450,2022-09-27,4.0
29875,685AS15,2022-09-27,50.0
29876,720752-14WE,2022-09-27,1.0
29877,73-00015-10005,2022-09-27,1.0
29878,740007,2022-09-27,1.0
29879,80-702,2022-09-27,6.0
29880,AN3-7A,2022-09-27,1.0
29881,AS3208-02,2022-09-27,1.0
29882,AS3582-028,2022-09-27,1.0
29883,AS3582-140,2022-09-27,1.0
29884,AS43003-908,2022-09-27,3.0
29885,BACB30NN3K5,2022-09-27,4.0
29886,BACB30PN12-24,2022-09-27,4.0
29887,BACB30PN12-24M,2022-09-27,4.0
29888,BACB30PN14-34,2022-09-27,4.0
29889,BACN10JC4CD,2022-09-27,3.0
29890,BACN11AG3,2022-09-27,1.0
29891,BACP11K4,2022-09-27,2.0
29892,BACR15BA5AD6C,2022-09-27,1.0
29893,BACR15DR3AC3,2022-09-27,4.0
29894,BACS12CK3-8,2022-09-27,50.0
29895,BACW10BP12ACU,2022-09-27,4.0
29896,BACW10BP14ACU,2022-09-27,4.0
29897,BMS3-33,2022-09-27,20.0
29898,BMS5-133TYPEII,2022-09-27,5.0
29899,BMS8-45H,2022-09-27,3.0
29900,C28-15,2022-09-27,20.0
29901,CB200-40,2022-09-27,2.0
29902,D137HF395,2022-09-27,2.0
29903,E05802531511525,2022-09-27,25.0
29904,GREASE33TUBE,2022-09-27,20.0
29905,KR0IL,2022-09-27,2.0
29906,KT43-1276,2022-09-27,16.0
29907,L507949-20629,2022-09-27,1.0
29908,LPS1,2022-09-27,1.0
29909,M02728,2022-09-27,1.0
29910,MARWEAR BLACK XXL,2022-09-27,30.0
29911,MM4001-3C1,2022-09-27,500.0
29912,MS20002C7,2022-09-27,32.0
29913,NAS1149D0463J,2022-09-27,3.0
29914,NAS1149F0363P,2022-09-27,52.0
29915,NSBT8N,2022-09-27,2.0
29916,PL32M,2022-09-27,2.0
29917,PMA532418-01-1,2022-09-27,1.0
29918,RTV106,2022-09-27,1.0
29919,RTV174,2022-09-27,3.0
29920,TRRG30,2022-09-27,1.0
29921,WD40-400ML,2022-09-27,3.0
29922,0000565,2022-09-28,25.0
29923,10-1004-7,2022-09-28,1.0
29924,10-61334-8,2022-09-28,-2.0
29925,107175,2022-09-28,200.0
29926,108-2,2022-09-28,5.0
29927,140N2022-1,2022-09-28,5.0
29928,150B,2022-09-28,1.0
29929,16335,2022-09-28,0.0
29930,1A081-0155-11,2022-09-28,-1.0
29931,214T3419-29,2022-09-28,5.0
29932,231-700055-00-3704,2022-09-28,5.0
29933,27684-20629,2022-09-28,1.0
29934,28301-12,2022-09-28,3.0
29935,285N0412-1,2022-09-28,1.0
29936,289-601-248,2022-09-28,3.0
29937,29685-20629,2022-09-28,1.0
29938,2A083-0613-11,2022-09-28,-1.0
29939,3152960000UV,2022-09-28,1.0
29940,3152961000UV,2022-09-28,0.0
29941,39-189,2022-09-28,1.0
29942,42FLW524,2022-09-28,8.0
29943,43-668,2022-09-28,8.0
29944,44066WE,2022-09-28,6.0
29945,46365A87,2022-09-28,2.0
29946,63-495,2022-09-28,36.0
29947,65C33095-5,2022-09-28,1.0
29948,65C33161-5,2022-09-28,2.0
29949,68-185,2022-09-28,1.0
29950,68-216,2022-09-28,1.0
29951,68-269,2022-09-28,1.0
29952,68-448,2022-09-28,3.0
29953,69B42967-1,2022-09-28,7.0
29954,720752-10WE,2022-09-28,1.0
29955,720752-14WE,2022-09-28,3.0
29956,740001,2022-09-28,1.0
29957,740007,2022-09-28,2.0
29958,767,2022-09-28,1.0
29959,A1-26-0086-002,2022-09-28,6.0
29960,A35860-10,2022-09-28,20.0
29961,A35877,2022-09-28,2.0
29962,"A-A-59474 TYPE I, CLASS 4",2022-09-28,1.0
29963,AC9780F15Y11,2022-09-28,4.0
29964,AN960JD10,2022-09-28,2.0
29965,AS3208-02,2022-09-28,4.0
29966,AS3208-05,2022-09-28,2.0
29967,AS3209-226,2022-09-28,4.0
29968,AS43003-908,2022-09-28,6.0
29969,BACB30NM3K6,2022-09-28,20.0
29970,BACB30NW8K10,2022-09-28,1.0
29971,BACB30NW8K10X,2022-09-28,1.0
29972,BACB30NW8K9X,2022-09-28,1.0
29973,BACN10YR3CD,2022-09-28,4.0
29974,BACN10YR3CM,2022-09-28,2.0
29975,BACR12BM115,2022-09-28,1.0
29976,BMS5-133TYPEII,2022-09-28,5.0
29977,BMS8-45H,2022-09-28,16.0
29978,C0TT0NPARTSBAG,2022-09-28,500.0
29979,E05805001011525,2022-09-28,25.0
29980,HV01400-00,2022-09-28,5.0
29981,J1439P020,2022-09-28,1.0
29982,KT43-1276,2022-09-28,16.0
29983,M0BILSHC100TUBE,2022-09-28,1.0
29984,M83485-1-214,2022-09-28,4.0
29985,ML3071BPEGPL,2022-09-28,10.0
29986,MM4001-3C1,2022-09-28,103.0
29987,MS20002C5,2022-09-28,16.0
29988,MS24693-C26,2022-09-28,2.0
29989,MS29526-2,2022-09-28,0.0
29990,MS35338-138,2022-09-28,2.0
29991,NAS1149C0332R,2022-09-28,48.0
29992,NAS1149C0363R,2022-09-28,2.0
29993,NAS1149D0332K,2022-09-28,30.0
29994,NAS1291C08M,2022-09-28,60.0
29995,NAS1611-115,2022-09-28,1.0
29996,NAS1611-387A,2022-09-28,1.0
29997,NAS1612-10A,2022-09-28,3.0
29998,P421-1,2022-09-28,1.0
29999,P512763,2022-09-28,2.0
30000,PS870B1-2,2022-09-28,2.0
30001,PS870B2,2022-09-28,7.0
30002,PS890A2,2022-09-28,1.0
30003,Q4631,2022-09-28,3.0
30004,RTV103,2022-09-28,1.0
30005,S9413-012,2022-09-28,2.0
30006,TRRG30,2022-09-28,1.0
30007,TRVC5,2022-09-28,100.0
30008,UL17715,2022-09-28,1.0
30009,VHP450KA1,2022-09-28,5.0
30010,0-132-004600000,2022-09-29,1.0
30011,108-2,2022-09-29,5.0
30012,276005,2022-09-29,1.0
30013,285N0412-1,2022-09-29,-1.0
30014,29-014-3006,2022-09-29,1.0
30015,2A083-0613-11,2022-09-29,1.0
30016,3152960000UV,2022-09-29,2.0
30017,3152961000UV,2022-09-29,1.0
30018,345570000,2022-09-29,1.0
30019,347K63-1,2022-09-29,1.0
30020,42FLW524,2022-09-29,16.0
30021,42FLW624,2022-09-29,36.0
30022,43-667,2022-09-29,14.0
30023,43-668,2022-09-29,16.0
30024,4L500311-19,2022-09-29,1.0
30025,50-395,2022-09-29,4.0
30026,50-533,2022-09-29,4.0
30027,68-1167,2022-09-29,2.0
30028,68-1168,2022-09-29,2.0
30029,68-216,2022-09-29,1.0
30030,68-448,2022-09-29,1.0
30031,68-450,2022-09-29,1.0
30032,720752-10WE,2022-09-29,1.0
30033,720752-14WE,2022-09-29,1.0
30034,720752-33,2022-09-29,1.0
30035,720752-58,2022-09-29,1.0
30036,7577741,2022-09-29,1.0
30037,803269-01,2022-09-29,-1.0
30038,AN960JD10LL,2022-09-29,5.0
30039,AS1895-7-300,2022-09-29,1.0
30040,AS21009,2022-09-29,1.0
30041,AS3208-02,2022-09-29,1.0
30042,BAC27NCT0166,2022-09-29,2.0
